rank,code,name,market,close,trend_score,trigger_score,liq_score,total_score,stop,risk_pct,bbw_pct,adx,setup,ma20,ma60,vol_score,momentum_score,news_score,news_summary,keywords,news_count,scan_date,chunk
1,454910,두산로보틱스,KOSPI,90400.0,47.0,30.0,12.0,89.0,81200.0,10.17699115044248,39.49579831932773,32.28631449594295,B,82555.0,79668.0,30.0,0,0,,"ai, 두산에너빌리티, 로봇, 기아, 시총, 반면",10,2026-01-17 23:20,1
2,32830,삼성생명,KOSPI,170600.0,47.0,30.0,10.0,87.0,151200.0,11.371629542790153,26.050420168067227,34.17738399716758,B,160170.0,156486.0,30.0,0,0,,"안세영, 인도, quot, 삼성생명, 세계, 17일",10,2026-01-17 23:18,1
3,388720,유일로보틱스,KOSDAQ,89100.0,43.0,25.0,16.0,84.0,79500.0,10.774410774410772,58.8235294117647,29.479304868875605,B,84130.0,83440.0,25.0,0,0,,"ai, 외국인, 코스닥, 로봇, 관련주, 혁신상",10,2026-01-17 23:26,1
4,17670,SK텔레콤,KOSPI,55300.0,38.0,30.0,10.0,78.0,53100.0,3.9783001808318255,11.764705882352942,25.550282468353817,B,53505.0,53598.0,30.0,0,0,,"ai, sk텔레콤, 해킹, 지난해, quot, kt",10,2026-01-17 23:19,1
5,30530,원익홀딩스,KOSDAQ,42500.0,50.0,5.0,20.0,75.0,38400.0,9.647058823529411,34.45378151260504,47.255039008081496,-,40287.5,32886.0,5.0,0,0,,"hpsp, 아모레퍼시픽, 휴림로봇, 1월, 뉴로메카, 라온테크",10,2026-01-17 23:21,1
6,67310,하나마이크론,KOSDAQ,27950.0,50.0,5.0,18.0,73.0,26000.0,6.976744186046512,36.97478991596638,48.78670623299393,-,26332.5,25602.0,5.0,0,0,,"하나마이크론, 한미반도체, 신성이엔지, 반도체, 클라쓰, 대비",10,2026-01-17 23:23,1
7,403870,HPSP,KOSDAQ GLOBAL,35750.0,50.0,5.0,18.0,73.0,32700.0,8.531468531468532,26.050420168067227,58.52018132166271,-,32770.0,31364.0,5.0,0,0,,"hpsp, 반도체, 코스닥, 삼천당제약, 지투지바이오, 기관",10,2026-01-17 23:21,1
8,476060,온코닉테라퓨틱스,KOSDAQ,20050.0,47.0,5.0,20.0,72.0,18600.0,7.231920199501247,39.49579831932773,32.13291805952033,-,20041.0,17997.8,5.0,0,0,,"온코닉테라퓨틱스, 대비, 19, cab, 신종길, 15일",10,2026-01-17 23:27,1
9,240810,원익IPS,KOSDAQ GLOBAL,76700.0,50.0,5.0,16.0,71.0,71800.0,6.388526727509778,10.084033613445378,57.65009631352253,-,70975.0,66384.0,5.0,0,0,,"반도체, 기업들이, 것이, 원익ips, 관련, 이런 기업들이",10,2026-01-17 23:21,1
10,131970,두산테스나,KOSDAQ GLOBAL,51300.0,50.0,5.0,16.0,71.0,48950.0,4.580896686159844,11.764705882352942,61.64730379203501,-,49470.0,46508.0,5.0,0,0,,"두산테스나, 반도체, 회복과, 테크윙, 시스템반도체, 알파칩스",10,2026-01-17 23:26,1
15,124500,아이티센글로벌,KOSDAQ,32200.0,50.0,0.0,20.0,70.0,29850.0,7.298136645962733,72.26890756302521,43.18214868175282,-,31127.5,25380.0,0.0,0,0,,"ai, 아이티센글로벌, 글로벌, 1월, 엑스페릭스, 포바이포",10,2026-01-17 23:27,1
14,83450,GST,KOSDAQ,27600.0,50.0,0.0,20.0,70.0,26500.0,3.985507246376811,50.42016806722689,43.63933598458218,-,27552.5,26926.0,0.0,0,0,,"quot, gst, 인하, 상품, 상품 서비스세, 서비스세",10,2026-01-17 23:30,1
12,80220,제주반도체,KOSDAQ,30850.0,50.0,0.0,20.0,70.0,28250.0,8.427876823338735,100.0,73.7253102624406,-,26131.0,21964.6,0.0,0,0,,"반도체, quot, 제주대학교, 화물, 오늘, 있는",10,2026-01-17 23:26,1
11,3550,LG,KOSPI,87500.0,35.0,25.0,10.0,70.0,78600.0,10.17142857142857,0.8403361344537815,18.853409473637942,A,82265.0,82092.0,25.0,0,0,,"계약학과, ai, lg유플러스, lg, sk텔레콤, 해킹",10,2026-01-17 23:19,1
13,98460,고영,KOSDAQ,28400.0,50.0,0.0,20.0,70.0,25250.0,11.091549295774648,77.3109243697479,40.98892294025291,-,25577.5,23637.2,0.0,0,0,,"반도체, 기업들이, 것이, 원익ips, 반도체 전문가들의, 모여들고 있고",10,2026-01-17 23:23,1
16,5290,동진쎄미켐,KOSDAQ,40100.0,50.0,5.0,14.0,69.0,39300.0,1.99501246882793,36.134453781512605,42.50216711768521,-,39037.5,37303.0,5.0,0,0,,"반도체, 40, 동진쎄미켐, quot, 16일, 트럼프",10,2026-01-17 23:23,1
17,103140,풍산,KOSPI,123400.0,50.0,5.0,14.0,69.0,107300.0,13.047001620745544,21.84873949579832,63.16677965781514,-,112945.0,105590.0,5.0,0,0,,"류진, 풍산그룹, 서울, 류진 풍산그룹, 미생물, 외국인",10,2026-01-17 23:21,1
18,36540,SFA반도체,KOSDAQ,5510.0,50.0,0.0,18.0,68.0,5210.0,5.44464609800363,78.99159663865547,68.06820557451593,-,4942.75,4509.7,0.0,0,0,,"sfa반도체, 반도체, sfa반도체와, 각각, 고영은, 대비",10,2026-01-17 23:26,1
19,95610,테스,KOSDAQ,50700.0,50.0,0.0,18.0,68.0,48900.0,3.5502958579881656,57.98319327731093,64.90909932884233,-,47977.5,43623.0,0.0,0,0,,"반도체, 테스, quot, 피에스케이, 원익ips, 브이엠",10,2026-01-17 23:26,1
20,42700,한미반도체,KOSPI,178500.0,50.0,0.0,18.0,68.0,153200.0,14.173669467787114,66.38655462184875,60.731054367415176,-,152140.0,135094.0,0.0,0,0,,"반도체, quot, 관세, 한미, 한미 반도체, 15 관세를",10,2026-01-17 23:18,1
21,189300,인텔리안테크,KOSDAQ,68900.0,50.0,0.0,18.0,68.0,66300.0,3.7735849056603774,100.0,83.7910796696872,-,63862.5,51351.0,0.0,0,0,,"상장기업, 브랜드평판, 통신장비 상장기업, 통신장비, 쏠리드, 1월",10,2026-01-17 23:28,1
22,399720,가온칩스,KOSDAQ,60400.0,50.0,0.0,18.0,68.0,51400.0,14.90066225165563,100.0,53.57240863047405,-,54147.5,50747.0,0.0,0,0,,"반도체, 가온칩스, ai, 고영, 등은, 시스템반도체",10,2026-01-17 23:28,1
23,475830,오름테라퓨틱,KOSDAQ,121800.0,50.0,0.0,18.0,68.0,108700.0,10.755336617405582,92.43697478991596,66.65088659245198,-,115820.0,85492.0,0.0,0,0,,"위원, 코리아, 한국바이오협회, 나이트, 코리아 나이트, 오름테라퓨틱",10,2026-01-17 23:22,1
25,58470,리노공업,KOSDAQ GLOBAL,64700.0,50.0,5.0,12.0,67.0,61400.0,5.1004636785162285,26.050420168067227,40.37113194665708,-,62690.0,61580.0,5.0,0,0,,"반도체, 리노공업, 원익ips, 삼천당제약, 이오테크닉스, hpsp",10,2026-01-17 23:20,1
26,214430,아이쓰리시스템,KOSDAQ,85300.0,48.0,5.0,14.0,67.0,77600.0,9.02696365767878,36.97478991596638,62.62768948716247,-,81775.0,74976.0,5.0,0,0,,"아이쓰리시스템, 관련주, 유진로봇, 센서, 넥스트칩, hl만도",10,2026-01-17 23:29,1
24,352820,하이브,KOSPI,336500.0,50.0,5.0,12.0,67.0,319500.0,5.052005943536404,37.81512605042017,46.88915842989056,-,326425.0,308540.0,5.0,0,0,,"캣츠아이, 하이브, ai, 미국, 하이브가, bts",10,2026-01-17 23:18,1
27,1440,대한전선,KOSPI,25750.0,50.0,0.0,16.0,66.0,23850.0,7.378640776699028,41.1764705882353,40.25041967715489,-,24482.5,23936.0,0.0,0,0,,"quot, 각각, 대한전선, 대한전선은, 종목은, 시대",10,2026-01-17 23:20,1
28,28300,HLB,KOSDAQ,52600.0,50.0,5.0,10.0,65.0,49600.0,5.70342205323194,13.445378151260504,49.32026673025074,-,50320.0,49091.0,5.0,0,0,,"코스닥, quot, 바이오, 이번, 시총, 셀트리온",10,2026-01-17 23:20,1
29,39490,키움증권,KOSPI,330000.0,50.0,5.0,10.0,65.0,293500.0,11.06060606060606,4.201680672268908,46.53859739825207,-,304650.0,291110.0,5.0,0,0,,"52주, 16일, quot, 키움증권, 52주 최고가를, 최고가를",10,2026-01-17 23:19,1
30,14680,한솔케미칼,KOSPI,246500.0,50.0,5.0,10.0,65.0,225000.0,8.72210953346856,15.126050420168069,41.67242879532809,-,232925.0,230340.0,5.0,0,0,,"한솔케미칼, 회사채, 기대, 기반, etri, 미러형",10,2026-01-17 23:22,1
31,263750,펄어비스,KOSDAQ GLOBAL,39350.0,50.0,5.0,10.0,65.0,37400.0,4.955527318932655,16.80672268907563,55.6310843384432,-,37955.0,37652.0,5.0,0,0,,"연금석, 검은사막, 펄어비스, quot, 글로벌, 게임",10,2026-01-17 23:22,1
32,34730,SK,KOSPI,299000.0,50.0,5.0,10.0,65.0,261500.0,12.54180602006689,2.5210084033613445,47.1261500457264,-,268800.0,263810.0,5.0,0,0,,"quot, 대기업, 계약학과, 대기업 계약학과, sk하이닉스, 역시",10,2026-01-17 23:18,1
39,64760,티씨케이,KOSDAQ GLOBAL,168900.0,47.0,5.0,12.0,64.0,148600.0,12.01894612196566,21.008403361344534,36.53051886255165,-,152400.0,151952.0,5.0,0,0,,"티씨케이, 원익ips, 반도체, 피에스케이, 피에스케이홀딩스, hpsp",10,2026-01-17 23:23,1
40,36930,주성엔지니어링,KOSDAQ GLOBAL,31950.0,48.0,0.0,16.0,64.0,30500.0,4.538341158059469,89.91596638655462,58.55968474627826,-,30245.0,29391.0,0.0,0,0,,"quot, 세메스 주성엔지니어링, 램리서치코리아 도쿄일렉트론코리아, 램리서치코리아, 세메스, asml을",10,2026-01-17 23:24,1
38,9150,삼성전기,KOSPI,289500.0,47.0,5.0,12.0,64.0,257500.0,11.053540587219343,30.252100840336134,38.65206294753154,-,267075.0,251800.0,5.0,0,0,,"반도체, 실적, 4분기, 삼성, lg이노텍, ai",10,2026-01-17 23:18,1
37,319660,피에스케이,KOSDAQ GLOBAL,41650.0,50.0,0.0,14.0,64.0,40450.0,2.881152460984394,57.142857142857146,67.29805023707411,-,38712.5,35280.0,0.0,0,0,,"피에스케이홀딩스, 피에스케이, 지투지바이오, 반도체, 장비, 코스닥",10,2026-01-17 23:25,1
36,103590,일진전기,KOSPI,62400.0,47.0,5.0,12.0,64.0,57800.0,7.371794871794872,25.210084033613445,36.72865771516566,-,58490.0,57468.0,5.0,0,0,,"62, quot, 있다, 일진전기, 국내, 효성중공업",10,2026-01-17 23:22,1
35,33100,제룡전기,KOSDAQ,38450.0,47.0,5.0,12.0,64.0,35600.0,7.412223667100131,5.882352941176471,31.584258736818636,-,37092.5,36266.0,5.0,0,0,,"제룡전기, quot, 제룡산업, hd현대일렉트릭, 바이오스마트, 지투파워",10,2026-01-17 23:29,1
34,39030,이오테크닉스,KOSDAQ GLOBAL,300000.0,50.0,0.0,14.0,64.0,295000.0,1.6666666666666667,48.739495798319325,54.20018351640257,-,285500.0,276270.0,0.0,0,0,,"이오테크닉스, 반도체, 있다, 리노공업, 오인경, 그래픽",10,2026-01-17 23:21,1
33,161580,필옵틱스,KOSDAQ,44500.0,43.0,5.0,16.0,64.0,40850.0,8.202247191011235,26.89075630252101,28.096866914409123,-,44127.5,43987.0,5.0,0,0,,"한기수, 필옵틱스, 전영현, 김민재, 자랑스러운, 한양인상",10,2026-01-17 23:26,1
41,89030,테크윙,KOSDAQ,49450.0,47.0,0.0,16.0,63.0,46350.0,6.268958543983821,44.53781512605042,43.36363567716548,-,47027.5,48859.0,0.0,0,0,,"테크윙, 반도체, 약세를, 코스닥, 브이엠, 48",10,2026-01-17 23:23,1
42,249420,일동제약,KOSPI,39000.0,43.0,0.0,20.0,63.0,36400.0,6.666666666666667,61.34453781512605,29.794907247382277,-,38842.5,33966.0,0.0,0,0,,"강서구약사회장, quot, 일동제약, 바이오, 한미약품, 대표",10,2026-01-17 23:25,1
43,271560,오리온,KOSPI,109300.0,23.0,30.0,10.0,63.0,102300.0,6.404391582799635,15.126050420168069,19.020130366777003,B,105815.0,104824.0,30.0,0,0,,"발사대로, 로켓, quot, 오리온, 임무에 투입될, 임무에",10,2026-01-17 23:20,1
44,126340,비나텍,KOSDAQ,86100.0,47.0,0.0,16.0,63.0,80400.0,6.620209059233449,71.42857142857143,35.932829452071545,-,78545.95,67704.18,0.0,0,0,,"비나텍, 500, 진성티이씨, 일지테크, 아이에이, electric",10,2026-01-17 23:29,1
45,195870,해성디에스,KOSPI,54400.0,40.0,5.0,18.0,63.0,46350.0,14.79779411764706,0.0,20.775453510732,-,53365.0,52929.0,5.0,0,0,,"반도체, 해성디에스, 올해, quot, 영업익, 01",10,2026-01-17 23:26,1
46,6730,서부T&D,KOSDAQ,13740.0,47.0,0.0,16.0,63.0,11790.0,14.192139737991264,77.3109243697479,30.700753648482014,-,12765.5,11775.4,0.0,0,0,,"amp, 서부t amp, 서부t, 기관의, 기관, 순매도",10,2026-01-17 23:27,1
47,278470,에이피알,KOSPI,240500.0,44.0,5.0,14.0,63.0,210000.0,12.681912681912683,11.764705882352942,32.62786120331992,-,232775.0,238180.0,5.0,0,0,,"에이피알, 에이피알은, quot, yoy, 아모레퍼시픽, 매출",10,2026-01-17 23:19,1
55,2380,KCC,KOSPI,439000.0,47.0,5.0,10.0,62.0,388000.0,11.617312072892938,0.0,42.22869018236956,-,415775.0,418330.0,5.0,0,0,,"아시아, kcc, 등으로, 루키, 나바로, 윌리엄",10,2026-01-17 23:21,1
53,6260,LS,KOSPI,222000.0,50.0,0.0,12.0,62.0,198300.0,10.675675675675675,45.37815126050421,71.75770839042421,-,202485.0,196028.0,0.0,0,0,,"ls, hd현대일렉트릭, 변압기, ls일렉트릭, quot, 효성중공업",10,2026-01-17 23:19,1
57,64350,현대로템,KOSPI,215000.0,50.0,0.0,12.0,62.0,195000.0,9.30232558139535,83.19327731092437,49.99304986756366,-,199290.0,192128.0,0.0,0,0,,"현대로템, k2, 기술, 방산, 수출, 등이",10,2026-01-17 23:18,1
54,71050,한국금융지주,KOSPI,182700.0,47.0,5.0,10.0,62.0,163200.0,10.673234811165845,3.361344537815126,37.40760115567421,-,166770.0,164728.0,5.0,0,0,,"김재철, quot, ai, 상향, 한국금융지주, 인재",10,2026-01-17 23:19,1
56,15760,한국전력,KOSPI,54700.0,47.0,5.0,10.0,62.0,47000.0,14.076782449725778,24.369747899159663,34.021771807399666,-,50050.0,49616.0,5.0,0,0,,"승점, quot, 보성파워텍, 승점 35, 35, 있다",10,2026-01-17 23:18,1
52,11070,LG이노텍,KOSPI,286000.0,50.0,0.0,12.0,62.0,253000.0,11.538461538461538,48.739495798319325,44.59550920709237,-,275925.0,264550.0,0.0,0,0,,"lg이노텍, 반도체, 실적, lg이노텍은, ai, 4분기",10,2026-01-17 23:20,1
49,12510,더존비즈온,KOSPI,91900.0,47.0,5.0,10.0,62.0,89700.0,2.3939064200217626,19.327731092436974,41.40006693270933,-,88770.0,90530.0,5.0,0,0,,"정밀의료 ax, 허브, ax 허브, ax, 정밀의료, 강원정보문화산업진흥원",10,2026-01-17 23:22,1
48,18260,삼성에스디에스,KOSPI,180000.0,47.0,5.0,10.0,62.0,171300.0,4.833333333333333,5.882352941176471,35.1924728522579,-,174475.0,172704.0,5.0,0,0,,"lg, 서비스, 삼성에스디에스, 리셀러, 삼성sds, 오픈ai",10,2026-01-17 23:19,1
51,64400,LG씨엔에스,KOSPI,68000.0,45.0,5.0,12.0,62.0,59400.0,12.647058823529411,33.61344537815126,33.004265145948565,-,63030.0,61114.0,5.0,0,0,,"lg씨엔에스, 외국인, 투자, 4분기, 오픈ai와, 소식에",10,2026-01-17 23:20,1
50,357780,솔브레인,KOSDAQ GLOBAL,292000.0,47.0,5.0,10.0,62.0,268500.0,8.047945205479452,5.882352941176471,36.85842471703915,-,272800.0,267120.0,5.0,0,0,,"quot, 램리서치코리아, 램리서치코리아 도쿄일렉트론코리아, 비롯해, 도쿄일렉트론코리아 asml을, 도쿄일렉트론코리아",10,2026-01-17 23:23,1
59,232140,와이씨,KOSDAQ,15040.0,47.0,0.0,14.0,61.0,14740.0,1.9946808510638296,55.46218487394958,39.71617504332017,-,14889.0,14089.0,0.0,0,0,,"반도체, 장비, 15, 와이씨, 케이씨텍, 와이씨는",10,2026-01-17 23:25,1
60,62040,산일전기,KOSPI,143500.0,44.0,5.0,12.0,61.0,131800.0,8.153310104529616,0.0,33.0925662604309,-,137125.0,141638.0,5.0,0,0,,"ls, 산일전기, 제일일렉트릭, 서전기전, 지엔씨에너지, quot",10,2026-01-17 23:20,1
61,75580,세진중공업,KOSPI,19910.0,44.0,5.0,12.0,61.0,17110.0,14.063284781516824,11.764705882352942,35.758340137734606,-,18581.0,18625.6,5.0,0,0,,"세진중공업, 20, 장중, 네이버페이, 있다, 서암기계공업",10,2026-01-17 23:25,1
58,3380,하림지주,KOSDAQ GLOBAL,11100.0,47.0,0.0,14.0,61.0,10100.0,9.00900900900901,89.91596638655462,33.51010010666992,-,10642.5,9506.2,0.0,0,0,,"quot, 메디컬푸드, 하림지주, 국내, 운용, cj제일제당",10,2026-01-17 23:25,1
65,68270,셀트리온,KOSPI,209000.0,50.0,0.0,10.0,60.0,200500.0,4.066985645933015,89.07563025210084,44.89511865292031,-,198765.0,190006.0,0.0,0,0,,"언더커버 미쓰홍, 언더커버, 미쓰홍, 셀트리온, 스튜디오드래곤, 박신혜",10,2026-01-17 23:17,1
67,5490,POSCO홀딩스,KOSPI,331500.0,43.0,5.0,12.0,60.0,297000.0,10.407239819004523,5.882352941176471,29.901726278637312,-,313775.0,312150.0,5.0,0,0,,"posco홀딩스, sk하이닉스, 현대차, 매수, 4분기, 삼성전자",10,2026-01-17 23:18,1
66,402340,SK스퀘어,KOSPI,446500.0,50.0,0.0,10.0,60.0,398500.0,10.750279955207166,52.94117647058823,69.84510597766128,-,377975.0,329750.0,0.0,0,0,,"현대차, 기아, sk스퀘어, 삼성바이오로직스, 한화에어로스페이스, 두산에너빌리티",10,2026-01-17 23:17,1
68,180640,한진칼,KOSPI,128300.0,50.0,0.0,10.0,60.0,113100.0,11.847233047544815,76.47058823529412,46.6822288984446,-,119535.0,110760.0,0.0,0,0,,"대한항공, 실적, 한진칼, 있다, 회복, quot",10,2026-01-17 23:19,1
64,5930,삼성전자,KOSPI,148900.0,50.0,0.0,10.0,60.0,132700.0,10.879785090664877,79.83193277310924,73.71543431535046,-,127255.0,112300.0,0.0,0,0,,"quot, 계약학과, 대기업, 삼성전자, 대기업 계약학과, 고객",10,2026-01-17 23:17,1
63,397030,에이프릴바이오,KOSDAQ,49250.0,40.0,0.0,20.0,60.0,46500.0,5.583756345177665,95.7983193277311,58.51354682377258,-,51497.5,43961.0,0.0,0,0,,"에이프릴바이오, 주식, 한재규, 1월, 주식매수선택권, 16일",10,2026-01-17 23:25,1
62,660,SK하이닉스,KOSPI,756000.0,50.0,0.0,10.0,60.0,671000.0,11.243386243386242,41.1764705882353,73.2467713928208,-,668350.0,605680.0,0.0,0,0,,"계약학과, quot, 대기업, 대기업 계약학과, sk하이닉스, 40",10,2026-01-17 23:17,1
71,1040,CJ,KOSPI,187200.0,44.0,5.0,10.0,59.0,170300.0,9.027777777777777,9.243697478991596,39.03505394251109,-,176295.0,176996.0,5.0,0,0,,"엔젤, cj, 사진, enm, cj enm, 사진 cj",10,2026-01-17 23:20,1
72,34220,LG디스플레이,KOSPI,12520.0,44.0,5.0,10.0,59.0,11700.0,6.549520766773163,11.764705882352942,36.19728729695991,-,12048.5,12516.8,5.0,0,0,,"계약학과, lg, 반도체, lg디스플레이, 대기업 계약학과, 대기업",10,2026-01-17 23:20,1
70,445680,큐리옥스바이오시스템즈,KOSDAQ,107000.0,47.0,0.0,12.0,59.0,92400.0,13.644859813084112,49.57983193277311,39.54621417587182,-,105935.0,92860.0,0.0,0,0,,"시총, 706 에이비엘바이오, 981, 큐리언트 637, 큐리언트, 567",10,2026-01-17 23:23,1
69,85660,차바이오텍,KOSDAQ,14890.0,47.0,0.0,12.0,59.0,13610.0,8.596373404969778,76.47058823529412,35.946516408508494,-,14434.0,14020.2,0.0,0,0,,"차바이오텍, lg, 한화손해보험, 투자, 전략적, 헬스케어",10,2026-01-17 23:25,1
73,119850,지엔씨에너지,KOSDAQ,33850.0,44.0,0.0,14.0,58.0,30350.0,10.3397341211226,53.78151260504202,35.08442248872171,-,32072.5,32849.0,0.0,0,0,,"지엔씨에너지, ls, ai, 서전기전, quot, 등은",10,2026-01-17 23:30,1
